CHR,Overlap_Start,Overlap_End,Invasive_Value,Non_Invasive_Value,Region_Type
1,153420001,153450000,-1,-1,Loss
1,157140001,158640001,-1,-1,Loss
1,158640001,158940000,-1,-1,Loss
1,163380001,163590000,-1,-1,Loss
1,163590000,164490000,-1,-1,Loss
1,237090001,241680001,-1,-1,Loss
1,241680001,241920000,-1,-1,Loss
1,241920000,242580001,-1,-1,Loss
1,242580001,243030000,-1,-1,Loss
1,243030000,243030000,-1,-1,Loss
1,244020001,245250001,-1,-1,Loss
1,245250001,247230000,-1,-1,Loss
1,247230000,247230001,-1,-1,Loss
1,247230001,247260001,-1,-1,Loss
1,247260001,249210000,-1,-1,Loss
4,69180001,69840000,-2,-2,Loss
5,60001,990000,-1,-1,Loss
5,990000,7380000,-1,-1,Loss
5,7380000,9300000,-1,-1,Loss
5,9300000,10230000,-1,-1,Loss
5,10230000,10710001,-1,-1,Loss
5,10710001,11100000,-1,-1,Loss
5,11100000,13860000,-1,-1,Loss
5,13860000,13860001,-1,-1,Loss
5,13860001,13890000,-1,-1,Loss
5,15840001,15870000,-1,-1,Loss
5,15870000,15870001,-1,-1,Loss
5,15870001,16140000,-1,-1,Loss
5,16140000,16440000,-1,-1,Loss
5,16440000,17640001,-1,-1,Loss
5,17640001,18210000,-1,-1,Loss
5,18210000,18210001,-1,-1,Loss
5,18210001,18750000,-1,-1,Loss
5,18750000,18750001,-1,-1,Loss
5,18750001,20280001,-1,-1,Loss
5,20280001,20310000,-1,-1,Loss
5,20310000,20310001,-1,-1,Loss
5,20310001,31410000,-1,-1,Loss
5,31410000,31800000,-1,-1,Loss
5,44970001,45660000,-1,-1,Loss
5,45660000,45900000,-1,-1,Loss
5,50130001,51750001,-1,-1,Loss
5,51750001,51960000,-1,-1,Loss
5,60990001,60990001,-1,-1,Loss
5,60990001,61050001,-1,-1,Loss
5,61050001,61530000,-1,-1,Loss
5,61890001,61920000,-1,-1,Loss
5,61920000,61920001,-1,-1,Loss
5,61920001,62010001,-1,-1,Loss
5,62010001,63450000,-1,-1,Loss
5,63450000,63480000,-1,-1,Loss
5,63480000,63990000,-1,-1,Loss
5,63990000,64020000,-1,-1,Loss
5,65520001,66150000,-1,-1,Loss
5,135510001,135540001,-1,-1,Loss
5,135540001,136950000,-1,-1,Loss
5,140100001,140100001,-1,-1,Loss
5,140100001,140160000,-1,-1,Loss
5,140160000,140160001,-1,-1,Loss
5,140160001,140820000,-1,-1,Loss
5,151230001,157140000,-1,-1,Loss
5,158730001,163110000,-1,-1,Loss
5,163110000,163110001,-1,-1,Loss
5,163110001,167910000,-1,-1,Loss
5,167910000,167910001,-1,-1,Loss
5,167910001,171270001,-1,-1,Loss
5,171270001,171300000,-1,-1,Loss
5,171300000,171330000,-1,-1,Loss
5,172590001,172860001,-1,-1,Loss
5,172860001,173100000,-1,-1,Loss
5,173100000,173100001,-1,-1,Loss
5,173100001,173400000,-1,-1,Loss
5,173400000,173400001,-1,-1,Loss
5,173400001,173430001,-1,-1,Loss
5,173430001,176400000,-1,-1,Loss
5,176400000,176400001,-1,-1,Loss
5,176400001,176970000,-1,-1,Loss
5,176970000,180690000,-1,-1,Loss
6,28500001,28500001,-2,-2,Loss
6,28500001,28680000,-2,-2,Loss
6,28680000,28680001,-2,-2,Loss
6,28680001,31080000,-2,-2,Loss
6,31080000,31080001,-2,-2,Loss
6,31080001,31440000,-2,-2,Loss
6,31440000,31470001,-2,-2,Loss
6,31470001,33270000,-2,-2,Loss
6,33270000,33270000,-2,-2,Loss
6,33270000,33270000,-2,-2,Loss
6,33270000,33270001,-2,-2,Loss
6,33270001,33270001,-2,-2,Loss
6,33270001,33270001,-2,-2,Loss
6,33270001,33300000,-2,-2,Loss
6,33300000,33300000,-2,-2,Loss
6,33300000,33300000,-2,-2,Loss
6,33300000,33330001,-2,-2,Loss
6,33330001,33330001,-2,-2,Loss
6,33330001,33330001,-2,-2,Loss
6,33330001,33360000,-2,-2,Loss
6,33360000,33360000,-2,-2,Loss
6,33360001,33360001,-2,-1,Loss
6,33360001,33390000,-2,-1,Loss
6,33390000,33390000,-2,-1,Loss
7,30001,90000,-1,-1,Loss
7,90000,90001,-1,-1,Loss
7,90001,600000,-1,-1,Loss
7,600000,2100000,-1,-1,Loss
7,2100000,3810001,-1,-1,Loss
7,3810001,5070000,-1,-1,Loss
7,5070000,5340000,-1,-1,Loss
7,6540001,7110001,-1,-1,Loss
7,7110001,7140000,-1,-1,Loss
7,8310001,8760000,-1,-1,Loss
7,8760000,10950000,-1,-1,Loss
7,30660001,30840000,-1,-1,Loss
7,30840000,30840001,-1,-1,Loss
7,30840001,30990001,-1,-1,Loss
7,30990001,31020000,-1,-1,Loss
7,31020000,32520000,-1,-1,Loss
7,33420001,35670000,-1,-1,Loss
7,37530001,39600000,-1,-1,Loss
7,45090001,46080000,-1,-1,Loss
7,48150001,54750001,-1,-1,Loss
7,54750001,57600001,-1,-1,Loss
7,57600001,63600000,-1,-1,Loss
7,63600000,63600001,-1,-1,Loss
7,63600001,64950000,-1,-1,Loss
7,64950000,65430000,-1,-1,Loss
7,65430000,66240000,-1,-1,Loss
7,66240000,66240001,-1,-1,Loss
7,66240001,66270000,-1,-1,Loss
7,66270000,66270001,-1,-1,Loss
7,66270001,66810001,-1,-1,Loss
7,66810001,68970000,-1,-1,Loss
7,68970000,68970001,-1,-1,Loss
7,68970001,69000000,-1,-1,Loss
7,70230001,70260000,-1,-1,Loss
7,70260000,70260001,-1,-1,Loss
7,70260001,70290000,-1,-1,Loss
7,70290000,70290001,-1,-1,Loss
7,70290001,71940000,-1,-1,Loss
7,71940000,72810000,-1,-1,Loss
7,144630001,147840000,-1,-1,Loss
7,147840000,148320000,-1,-1,Loss
7,152430001,152550001,-1,-1,Loss
7,152550001,156420000,-1,-1,Loss
7,157200001,157230001,-1,-1,Loss
7,157230001,157230001,-1,-1,Loss
7,157230001,157230001,-1,-1,Loss
7,157230001,158370000,-1,-1,Loss
7,158370000,158370000,-1,-1,Loss
7,158370000,158370000,-1,-1,Loss
7,158370000,159120000,-1,-1,Loss
13,19530001,20820000,-1,-1,Loss
13,20820000,21180001,-1,-1,Loss
13,21180001,27840000,-1,-1,Loss
13,27840000,28230001,-1,-1,Loss
13,28230001,30330000,-1,-1,Loss
13,30330000,30330000,-1,-1,Loss
13,53250001,53280000,-1,-1,Loss
13,53280000,53280000,-1,-1,Loss
13,53280000,53280000,-1,-1,Loss
13,53280000,53280001,-1,-1,Loss
13,53280001,58560000,-1,-1,Loss
13,58560000,61260001,-1,-1,Loss
13,61260001,65430000,-1,-1,Loss
13,65430000,65430001,-1,-1,Loss
13,65430001,66330000,-1,-1,Loss
13,66330000,66330001,-1,-1,Loss
13,66330001,67500000,-1,-1,Loss
13,67500000,68400000,-1,-1,Loss
13,68400000,71700000,-1,-1,Loss
13,78180001,79530000,-1,-1,Loss
13,79530000,79770000,-1,-1,Loss
13,79770000,79860000,-1,-1,Loss
13,82260001,82500001,-1,-1,Loss
13,82500001,82740001,-1,-1,Loss
13,82740001,83550001,-1,-1,Loss
13,83550001,83910001,-1,-1,Loss
13,83910001,84630000,-1,-1,Loss
13,84630000,84720000,-1,-1,Loss
13,84720000,85020000,-1,-1,Loss
13,85020000,86040001,-1,-1,Loss
13,86040001,92040000,-1,-1,Loss
13,92040000,93540001,-1,-1,Loss
13,93540001,94170000,-1,-1,Loss
13,94170000,95280000,-1,-1,Loss
13,95280000,95310001,-1,-1,Loss
13,95310001,95670001,-1,-1,Loss
13,95670001,95970000,-1,-1,Loss
13,95970000,96150000,-1,-1,Loss
13,96150000,96150001,-1,-1,Loss
13,96150001,97680000,-1,-1,Loss
13,101160001,106050000,-1,-1,Loss
13,106050000,106680000,-1,-1,Loss
13,106680000,106680001,-1,-1,Loss
13,106680001,107580000,-1,-1,Loss
13,107580000,108600001,-1,-1,Loss
13,108600001,109830001,-1,-1,Loss
13,109830001,110130001,-1,-1,Loss
13,110130001,111570000,-1,-1,Loss
13,111570000,111570001,-1,-1,Loss
13,111570001,111930001,-1,-1,Loss
13,111930001,111960000,-1,-1,Loss
13,111960000,111960001,-1,-1,Loss
13,111960001,111960001,-1,-1,Loss
13,111960001,111960001,-1,-1,Loss
13,111960001,111990001,-1,-1,Loss
13,111990001,113130000,-1,-1,Loss
13,113130000,113130000,-1,-1,Loss
13,113130000,113130000,-1,-1,Loss
13,113130000,113130001,-1,-1,Loss
13,113130001,113160000,-1,-1,Loss
13,113160000,113190000,-1,-1,Loss
13,113190000,115110000,-1,-1,Loss
17,43410001,43500000,-2,-2,Loss
17,43500000,43710001,-2,-2,Loss
17,43710001,81090000,-2,-2,Loss
22,17280001,18930000,-1,-1,Loss
22,18930000,18960001,-1,-1,Loss
22,18960001,20040000,-1,-1,Loss
22,20040000,20040001,-1,-1,Loss
22,20040001,23640000,-1,-1,Loss
22,23640000,23640001,-1,-1,Loss
22,23640001,24030001,-1,-1,Loss
22,24030001,24180000,-1,-1,Loss
22,24180000,24180001,-1,-1,Loss
22,24180001,24270000,-1,-1,Loss
22,24270000,25560000,-1,-1,Loss
22,25560000,25560001,-1,-1,Loss
22,25560001,25620000,-1,-1,Loss
22,25620000,28110000,-1,-1,Loss
22,30840001,30840001,-1,-1,Loss
22,30840001,31020000,-1,-1,Loss
22,31020000,31020001,-1,-1,Loss
22,31020001,31290000,-1,-1,Loss
22,31290000,31290000,-1,-1,Loss
22,34380001,34710001,-1,-1,Loss
22,34710001,34860001,-1,-1,Loss
22,34860001,35640000,-1,-1,Loss
22,35640000,35640000,-1,-1,Loss
22,36960001,37620000,-1,-1,Loss
22,37620000,37620001,-1,-1,Loss
22,37620001,37890000,-1,-1,Loss
22,43500001,43590000,-1,-1,Loss
22,43590000,43590001,-1,-1,Loss
22,43590001,43620000,-1,-1,Loss
22,43620000,43620001,-1,-1,Loss
22,43620001,45480000,-1,-1,Loss
22,47370001,47430001,-1,-1,Loss
22,47430001,47550001,-1,-1,Loss
22,47550001,48300001,-1,-1,Loss
22,48300001,50130000,-1,-1,Loss
22,50130000,50160000,-1,-1,Loss
