CHR,Overlap_Start,Overlap_End,Invasive_Value,Non_Invasive_Value,Region_Type
6,151680001,152400000,1,1,Gain
6,152400000,152640000,1,1,Gain
6,152640000,152640001,1,1,Gain
6,152640001,152670000,1,1,Gain
6,152670000,152730000,1,1,Gain
8,116160001,116400001,1,1,Gain
8,116400001,117240000,1,1,Gain
8,117240000,118350000,1,1,Gain
8,118350000,119700000,1,1,Gain
8,119700000,125460001,1,1,Gain
8,125460001,131520001,1,1,Gain
8,131520001,131760001,1,1,Gain
8,131760001,133530000,1,1,Gain
8,133530000,133680000,1,1,Gain
8,133680000,133680001,1,1,Gain
8,133680001,133830001,1,1,Gain
8,133830001,134640000,1,1,Gain
8,134640000,134970000,1,1,Gain
8,134970000,135900001,1,1,Gain
8,135900001,135930001,1,1,Gain
8,135930001,139020000,1,1,Gain
8,139020000,140370001,1,1,Gain
8,140370001,141000000,1,1,Gain
8,141000000,141000001,1,1,Gain
8,141000001,141390000,1,1,Gain
8,141390000,141390001,1,1,Gain
8,141390001,142290000,1,1,Gain
8,142290000,142320000,1,1,Gain
8,142320000,142320001,1,1,Gain
8,142320001,142380000,1,1,Gain
8,142380000,142410000,1,1,Gain
8,142410000,144300001,1,1,Gain
8,144300001,144330000,1,1,Gain
8,144330000,144330001,1,1,Gain
8,144330001,144450000,1,1,Gain
8,144450000,144570001,1,1,Gain
8,144570001,144600000,1,1,Gain
8,144600000,146310000,1,1,Gain
11,130860001,130920000,-1,-1,Loss
11,130920000,130920001,-1,-1,Loss
11,130920001,130950000,-1,-1,Loss
11,130950000,130980001,-1,-1,Loss
11,130980001,132480001,-1,-1,Loss
11,132480001,132780000,-1,-1,Loss
11,132780000,133770000,-1,-1,Loss
11,133770000,133770001,-1,-1,Loss
11,133770001,134250000,-1,-1,Loss
11,134250000,134250001,-1,-1,Loss
11,134250001,134940000,-1,-1,Loss
13,19530001,20820000,-1,-1,Loss
13,20820000,21180001,-1,-1,Loss
13,21180001,27840000,-1,-1,Loss
13,27840000,28230001,-1,-1,Loss
13,28230001,30330000,-1,-1,Loss
13,30330000,30330000,-1,-1,Loss
13,30330000,30330000,-1,-1,Loss
13,30330000,30330001,-1,-1,Loss
13,30330001,30330001,-1,-1,Loss
13,30330001,30330001,-1,-1,Loss
13,30330001,32490001,-1,-1,Loss
13,32490001,34320000,-1,-1,Loss
13,34320000,35760000,-1,-1,Loss
13,35760000,36930000,-1,-1,Loss
13,36930000,36930001,-1,-1,Loss
13,36930001,41280000,-1,-1,Loss
13,41280000,41280001,-1,-1,Loss
13,41280001,42900000,-1,-1,Loss
13,42900000,42900001,-1,-1,Loss
13,42900001,43530000,-1,-1,Loss
13,43530000,43530001,-1,-1,Loss
13,43530001,43590001,-1,-1,Loss
13,43590001,45240000,-1,-1,Loss
13,45240000,45840001,-1,-1,Loss
13,45840001,45990000,-1,-1,Loss
13,45990000,46110000,-1,-1,Loss
13,46110000,46110001,-1,-1,Loss
13,46110001,46530000,-1,-1,Loss
13,46530000,46530001,-1,-1,Loss
13,46530001,47400000,-1,-1,Loss
13,47400000,47400001,-1,-1,Loss
13,47400001,47400001,-1,-1,Loss
13,47400001,47400001,-1,-1,Loss
13,47400001,48510000,-1,-1,Loss
13,48510000,48510000,-1,-1,Loss
13,48510000,48510000,-1,-1,Loss
13,48510000,48510001,-1,-1,Loss
13,48510001,49170001,-1,-1,Loss
13,49170001,49530000,-1,-1,Loss
13,49530000,49530001,-1,-1,Loss
13,49530001,49530001,-1,-1,Loss
13,49530001,49530001,-1,-1,Loss
13,49530001,53250000,-1,-1,Loss
13,53250000,53250001,-1,-1,Loss
13,53250001,53280000,-1,-1,Loss
13,53280000,53280000,-1,-1,Loss
13,53280000,53280000,-1,-1,Loss
13,53280000,53280001,-1,-1,Loss
13,53280001,58560000,-1,-1,Loss
13,58560000,61260001,-1,-1,Loss
13,61260001,65430000,-1,-1,Loss
13,65430000,65430001,-1,-1,Loss
13,65430001,66330000,-1,-1,Loss
13,66330000,66330001,-1,-1,Loss
13,66330001,67500000,-1,-1,Loss
13,67500000,68400000,-1,-1,Loss
13,68400000,71700000,-1,-1,Loss
13,71700000,71970001,-1,-1,Loss
13,71970001,72030000,-1,-1,Loss
13,72030000,72030001,-1,-1,Loss
13,72030001,72510001,-1,-1,Loss
13,72510001,73770000,-1,-1,Loss
13,73770000,73770001,-1,-1,Loss
13,73770001,74220000,-1,-1,Loss
16,61260001,63360000,-1,-1,Loss
22,25560001,25620000,-1,-1,Loss
22,34380001,34710001,-1,-1,Loss
22,34710001,34860001,-1,-1,Loss
22,34860001,35640000,-1,-1,Loss
22,35640000,35640000,-1,-1,Loss
22,43410001,43500000,-1,-1,Loss
22,43500000,43500001,-1,-1,Loss
22,43500001,43590000,-1,-1,Loss
22,43590000,43590001,-1,-1,Loss
22,43590001,43620000,-1,-1,Loss
22,43620000,43620001,-1,-1,Loss
22,43620001,45480000,-1,-1,Loss
22,45480000,45510000,-1,-1,Loss
22,45510000,45510001,-1,-1,Loss
22,45510001,45570000,-1,-1,Loss
22,45570000,46500001,-1,-1,Loss
22,46500001,46980000,-1,-1,Loss
22,46980000,47010000,-1,-1,Loss
22,47010000,47100001,-1,-1,Loss
22,47100001,47370001,-1,-1,Loss
22,47370001,47430001,-1,-1,Loss
22,47430001,47550001,-1,-1,Loss
22,47550001,48300001,-1,-1,Loss
22,48300001,50130000,-1,-1,Loss
22,50130000,50160000,-1,-1,Loss
22,50160000,50160001,-1,-1,Loss
22,50160001,50190000,-1,-1,Loss
22,50190000,50190001,-1,-1,Loss
22,50190001,50220000,-1,-1,Loss
22,50220000,50610001,-1,-1,Loss
22,50610001,51180000,-1,-1,Loss
