CHR,Overlap_Start,Overlap_End,Invasive_Value,Non_Invasive_Value,Region_Type
1,149850001,151440000,1,1,Gain
1,151440000,151980000,1,1,Gain
1,151980000,152040000,1,1,Gain
1,152040000,152040000,1,1,Gain
1,234480001,234480001,1,1,Gain
1,234480001,234540001,1,1,Gain
1,234540001,234570001,1,1,Gain
1,234570001,234570001,1,1,Gain
1,234570001,234570001,1,1,Gain
1,234570001,234600001,1,1,Gain
1,234600001,234630001,1,1,Gain
1,234630001,235140000,1,1,Gain
1,235140000,235200000,1,1,Gain
1,235200000,235500000,1,1,Gain
1,235500000,235500000,1,1,Gain
1,235500000,235500000,1,1,Gain
1,235500000,235530000,1,1,Gain
2,30001,1530000,-1,-1,Loss
2,1530000,4260000,-1,-1,Loss
2,4260000,4380000,-1,-1,Loss
2,4380000,4620000,-1,-1,Loss
2,4620000,5130000,-1,-1,Loss
2,5130000,6210000,-1,-1,Loss
2,6210000,6750000,-1,-1,Loss
2,6750000,6810000,-1,-1,Loss
2,6810000,6900000,-1,-1,Loss
2,20880001,21000000,-1,-1,Loss
2,21000000,21000001,-1,-1,Loss
2,21000001,21030000,-1,-1,Loss
2,21030000,21030001,-1,-1,Loss
2,21030001,23910000,-1,-1,Loss
2,23910000,23940000,-1,-1,Loss
2,23940000,23940001,-1,-1,Loss
2,23940001,23970000,-1,-1,Loss
2,29430001,29460000,-1,-1,Loss
2,29460000,29460001,-1,-1,Loss
2,29460001,30330000,-1,-1,Loss
2,30330000,30360000,-1,-1,Loss
2,30360000,30360001,-1,-1,Loss
2,30360001,30870000,-1,-1,Loss
2,30870000,30870001,-1,-1,Loss
2,30870001,31710001,-1,-1,Loss
2,31710001,32070000,-1,-1,Loss
2,33720001,33840000,-1,-1,Loss
2,33840000,33840001,-1,-1,Loss
2,33840001,34410000,-1,-1,Loss
2,34410000,36540000,-1,-1,Loss
2,36540000,36540001,-1,-1,Loss
2,36540001,36570000,-1,-1,Loss
2,53940001,55410001,1,1,Gain
2,55410001,55560000,1,1,Gain
2,55560000,55950000,1,1,Gain
2,55950000,55950000,1,1,Gain
2,60930001,60960000,1,1,Gain
2,60960000,60960001,1,1,Gain
2,60960001,60990001,1,1,Gain
2,60990001,61080000,1,1,Gain
2,61080000,61080001,1,1,Gain
2,61080001,61710000,1,1,Gain
2,61710000,62280000,1,1,Gain
2,62280000,62520000,1,1,Gain
2,64050001,65640001,1,1,Gain
2,65640001,65700000,1,1,Gain
2,65700000,65700001,1,1,Gain
2,65700001,65730000,1,1,Gain
2,65730000,65760000,1,1,Gain
2,65760000,65760001,1,1,Gain
2,65760001,65850000,1,1,Gain
2,65880001,66630000,-1,-1,Loss
2,211560001,212190001,1,1,Gain
2,212190001,213420000,1,1,Gain
2,213420000,213450000,1,1,Gain
2,228450001,228690001,-1,-1,Loss
2,228690001,230610000,-1,-1,Loss
2,230610000,230610001,-1,-1,Loss
2,230610001,230640000,-1,-1,Loss
2,233220001,233310000,-1,-1,Loss
3,4560001,4710001,1,1,Gain
3,4710001,5100000,1,1,Gain
3,5100000,5100000,1,1,Gain
3,66930001,67020000,-1,-1,Loss
3,67020000,67020001,-1,-1,Loss
3,67020001,67830000,-1,-1,Loss
3,67830000,67830001,-1,-1,Loss
3,67830001,69030000,-1,-1,Loss
3,69030001,69480000,1,1,Gain
3,69480000,69480000,1,1,Gain
3,70770001,70770001,1,1,Gain
3,70770001,70980001,1,1,Gain
3,70980001,71010001,1,1,Gain
3,71010001,71010001,1,1,Gain
3,71010001,71010001,1,1,Gain
3,71010001,71640000,1,1,Gain
3,71640000,71670000,1,1,Gain
3,134280001,134310000,-1,-1,Loss
3,134310000,134310001,-1,-1,Loss
3,134310001,134310001,-1,-1,Loss
3,134310001,134310001,-1,-1,Loss
3,134310001,134340000,-1,-1,Loss
3,134340000,134460001,-1,-1,Loss
3,134460001,134580001,-1,-1,Loss
3,134580001,135390000,-1,-1,Loss
3,148320001,148380001,1,1,Gain
3,148380001,148710001,1,1,Gain
3,148710001,148770001,1,1,Gain
3,148770001,148980001,1,1,Gain
3,148980001,149670000,1,1,Gain
3,149910001,149940000,1,1,Gain
3,149940000,149940001,1,1,Gain
3,149940001,150510000,1,1,Gain
4,3420001,6630001,-1,-1,Loss
4,6630001,7080000,-1,-1,Loss
4,7080000,13350000,-1,-1,Loss
4,13350000,13350001,-1,-1,Loss
4,13350001,16290000,-1,-1,Loss
4,16290000,16290001,-1,-1,Loss
4,16290001,24510000,-1,-1,Loss
4,24510000,24510001,-1,-1,Loss
4,24510001,25020000,-1,-1,Loss
4,25020000,27390000,-1,-1,Loss
4,36300001,37560000,-1,-1,Loss
4,37560000,37560001,-1,-1,Loss
4,37560001,37590000,-1,-1,Loss
4,37590000,37590000,-1,-1,Loss
4,41700001,41700001,-1,-1,Loss
4,41700001,41730000,-1,-1,Loss
4,41730000,44160000,-1,-1,Loss
4,44160000,47430000,-1,-1,Loss
4,47430000,47460000,-1,-1,Loss
4,47460000,47850000,-1,-1,Loss
4,54600001,56730000,-1,-1,Loss
4,57900001,57990001,-1,-1,Loss
4,57990001,58020001,-1,-1,Loss
4,58020001,63720000,-1,-1,Loss
4,63720000,67260001,-1,-1,Loss
4,67260001,68310000,-1,-1,Loss
4,68310000,68310001,-1,-1,Loss
4,68310001,68640000,-1,-1,Loss
4,68640000,68640001,-1,-1,Loss
4,68640001,69180000,-1,-1,Loss
4,69180001,69840000,-2,-2,Loss
5,94860001,95670000,1,1,Gain
5,95670000,95970001,1,1,Gain
5,95970001,96420000,1,1,Gain
5,96420000,96570000,1,1,Gain
5,173430001,176400000,-1,-1,Loss
6,210001,1650001,-1,-2,Loss
6,1650001,1800000,-1,-2,Loss
6,5700001,6480000,-1,-2,Loss
6,18540001,20130000,-1,-2,Loss
6,23760001,24600000,-1,-2,Loss
6,27900001,28500000,-1,-2,Loss
6,28500000,28500000,-1,-2,Loss
6,28500001,28500001,-2,-2,Loss
6,28500001,28680000,-2,-2,Loss
6,28680000,28680001,-2,-2,Loss
6,28680001,31080000,-2,-2,Loss
6,31080000,31080001,-2,-2,Loss
6,31080001,31440000,-2,-2,Loss
6,31440000,31470001,-2,-2,Loss
6,31470001,33270000,-2,-2,Loss
6,33270000,33270000,-2,-2,Loss
6,33270001,33270001,-1,-2,Loss
6,33270001,33300000,-1,-2,Loss
6,33300000,33300000,-1,-2,Loss
6,33300000,33300000,-1,-2,Loss
6,33300000,33330001,-1,-2,Loss
6,33330001,33330001,-1,-2,Loss
6,33330001,33330001,-1,-2,Loss
6,33330001,33360000,-1,-2,Loss
6,33360000,33360000,-1,-2,Loss
6,33360001,33360001,-1,-1,Loss
6,33360001,33390000,-1,-1,Loss
6,33390000,33390000,-1,-1,Loss
6,33390000,33390000,-1,-1,Loss
6,33390000,33390001,-1,-1,Loss
6,33390001,33420000,-1,-1,Loss
6,33420000,33420000,-1,-1,Loss
6,33420000,33420000,-1,-1,Loss
6,33420000,33450000,-1,-1,Loss
6,33450000,33450000,-1,-1,Loss
7,28920001,30660000,1,1,Gain
7,57600001,63600000,1,1,Gain
7,63600000,63600001,1,1,Gain
7,63600001,64950000,1,1,Gain
7,64950000,65430000,1,1,Gain
7,65430000,66240000,1,1,Gain
7,69030001,69090000,1,1,Gain
7,69090000,69300001,1,1,Gain
7,69300001,70230000,1,1,Gain
7,70230000,70230001,1,1,Gain
7,70230001,70260000,1,1,Gain
7,70260000,70260001,1,1,Gain
7,70260001,70290000,1,1,Gain
8,690001,1620000,-1,-1,Loss
8,1620000,1620000,-1,-1,Loss
8,8100001,8100001,1,1,Gain
8,8100001,9000000,1,1,Gain
8,9000000,9030000,1,1,Gain
8,16950001,17970000,1,1,Gain
8,17970000,17970001,1,1,Gain
8,17970001,18210000,1,1,Gain
8,18210000,18570000,1,1,Gain
8,18570000,18570001,1,1,Gain
8,18570001,18660000,1,1,Gain
8,28200001,28740001,1,1,Gain
8,28740001,29430000,1,1,Gain
8,29430000,29430001,1,1,Gain
8,29430001,30030000,1,1,Gain
8,30030000,30720000,1,1,Gain
8,36690001,38940000,1,1,Gain
8,38940000,38940001,1,1,Gain
8,38940001,38970000,1,1,Gain
8,38970000,38970001,1,1,Gain
8,38970001,39240000,1,1,Gain
8,39240000,39240001,1,1,Gain
8,39240001,39240001,1,1,Gain
8,39240001,39240001,1,1,Gain
8,39240001,39390000,1,1,Gain
8,39390000,39390000,1,1,Gain
8,39390000,39390000,1,1,Gain
8,39390000,39390001,1,1,Gain
8,39390001,39420001,1,1,Gain
8,39420001,40290000,1,1,Gain
8,41760001,41790001,1,1,Gain
8,41790001,42390000,1,1,Gain
8,67320001,68280000,1,1,Gain
8,75360001,75780000,1,1,Gain
8,80640001,81540000,1,1,Gain
8,86010001,87570000,1,1,Gain
8,87570000,87570001,1,1,Gain
8,87570001,87660000,1,1,Gain
8,90750001,91050000,1,1,Gain
8,94710001,96300000,1,1,Gain
8,96300000,96300001,1,1,Gain
8,96300001,96360000,1,1,Gain
8,99690001,103890000,1,1,Gain
8,116400001,117240000,1,1,Gain
8,117240000,118350000,1,1,Gain
8,141000001,141390000,1,1,Gain
8,141390000,141390001,1,1,Gain
8,141390001,142290000,1,1,Gain
8,142290000,142320000,1,1,Gain
10,60990001,61320001,1,1,Gain
10,61320001,61560001,1,1,Gain
10,61560001,63600001,1,1,Gain
10,63600001,63930000,1,1,Gain
10,63930000,63930000,1,1,Gain
10,64920001,64920001,1,1,Gain
10,64920001,65370000,1,1,Gain
10,65370000,65370001,1,1,Gain
10,65370001,65460000,1,1,Gain
10,65460000,65520000,1,1,Gain
10,65520000,65520000,1,1,Gain
10,69540001,69570001,1,1,Gain
10,69570001,70050001,1,1,Gain
10,70050001,70770000,1,1,Gain
10,70770000,70950000,1,1,Gain
10,70950000,70950000,1,1,Gain
10,70950000,70950000,1,1,Gain
10,70950000,70980000,1,1,Gain
10,70980000,70980001,1,1,Gain
10,70980001,71220000,1,1,Gain
10,71220000,71250000,1,1,Gain
10,71250000,71250000,1,1,Gain
10,73860001,73890001,1,1,Gain
10,73890001,73920001,1,1,Gain
10,73920001,74190000,1,1,Gain
10,74190000,74220001,1,1,Gain
10,74220001,76320000,1,1,Gain
10,76320000,76350001,1,1,Gain
10,76350001,76350001,1,1,Gain
10,76350001,76350001,1,1,Gain
10,76350001,76620000,1,1,Gain
10,76620000,76740000,1,1,Gain
10,76740000,76770000,1,1,Gain
10,76770000,76770000,1,1,Gain
10,76770000,76770000,1,1,Gain
10,76770000,76980000,1,1,Gain
10,76980000,77010000,1,1,Gain
10,77010000,77010000,1,1,Gain
11,8700001,8760001,1,1,Gain
11,8760001,9090001,1,1,Gain
11,9090001,9120001,1,1,Gain
11,9120001,9180001,1,1,Gain
11,9180001,10110000,1,1,Gain
11,10110000,10230000,1,1,Gain
11,10230000,10350000,1,1,Gain
11,10350000,10350000,1,1,Gain
11,10350000,10350000,1,1,Gain
11,10350000,10920000,1,1,Gain
11,10920000,10950000,1,1,Gain
11,34050001,34410001,1,1,Gain
11,34410001,34740000,1,1,Gain
11,34740000,34920001,1,1,Gain
11,34920001,35430000,1,1,Gain
11,35430000,36090000,1,1,Gain
11,48150001,48180000,-1,-1,Loss
11,48180000,48180001,-1,-1,Loss
11,48180001,48570000,-1,-1,Loss
11,48570000,50010000,-1,-1,Loss
11,50010000,50220000,-1,-1,Loss
11,50220000,50220000,-1,-1,Loss
11,50220000,50220000,-1,-1,Loss
11,50220000,55080001,-1,-1,Loss
11,55080001,55080001,-1,-1,Loss
11,55080001,55080001,-1,-1,Loss
11,55080001,55620000,-1,-1,Loss
11,76470001,76830000,1,1,Gain
11,76830000,76830001,1,1,Gain
11,76830001,76920001,1,1,Gain
11,76920001,76950001,1,1,Gain
11,76950001,77280001,1,1,Gain
11,77280001,78000000,1,1,Gain
11,78000000,78300000,1,1,Gain
11,78330001,78330001,-1,-1,Loss
11,78330001,78900000,-1,-1,Loss
11,78900000,78900001,-1,-1,Loss
11,78900001,79170000,-1,-1,Loss
11,79170000,79170001,-1,-1,Loss
11,79170001,79410000,-1,-1,Loss
11,100560001,102420000,1,1,Gain
11,130980001,132480001,-1,-1,Loss
11,132480001,132780000,-1,-1,Loss
11,132780000,133770000,-1,-1,Loss
11,134250001,134940000,-1,-1,Loss
12,11700001,11730001,1,1,Gain
12,11730001,11790001,1,1,Gain
12,11790001,11790001,1,1,Gain
12,11790001,11790001,1,1,Gain
12,11790001,12000000,1,1,Gain
12,12000000,12510001,1,1,Gain
12,12510001,13080000,1,1,Gain
12,14880001,15420000,1,1,Gain
12,89550001,89880000,1,1,Gain
12,116250001,116430001,1,1,Gain
12,116430001,117090000,1,1,Gain
12,117090000,117090001,1,1,Gain
12,117090001,117120000,1,1,Gain
12,117120000,117150000,1,1,Gain
12,117150000,117180000,1,1,Gain
12,118290001,118470000,1,1,Gain
12,118470000,118470001,1,1,Gain
12,118470001,118470001,1,1,Gain
12,118470001,118470001,1,1,Gain
12,118470001,118620000,1,1,Gain
12,118620000,118620001,1,1,Gain
12,118620001,118830000,1,1,Gain
12,118830000,118830000,1,1,Gain
12,120120001,120240000,1,1,Gain
12,120240000,120240001,1,1,Gain
12,120240001,120330001,1,1,Gain
12,120330001,125430000,1,1,Gain
12,125430000,125430001,1,1,Gain
12,125430001,125490000,1,1,Gain
12,125490000,125490001,1,1,Gain
12,125490001,125550000,1,1,Gain
13,111960001,111990001,-1,-1,Loss
13,111990001,113130000,-1,-1,Loss
13,113130000,113130000,-1,-1,Loss
14,30960001,31350001,1,1,Gain
14,31350001,32100000,1,1,Gain
14,32100000,32160000,1,1,Gain
14,32160000,33480000,1,1,Gain
14,33480000,33480001,1,1,Gain
14,33480001,34860001,1,1,Gain
14,34860001,34860001,1,1,Gain
14,34860001,34860001,1,1,Gain
14,34860001,34950001,1,1,Gain
14,34950001,36330000,1,1,Gain
14,36330000,36330001,1,1,Gain
14,36330001,36360000,1,1,Gain
14,36360000,36360000,1,1,Gain
14,37050001,37650000,1,1,Gain
14,37650000,37650001,1,1,Gain
14,37650001,37710001,1,1,Gain
14,37710001,38130000,1,1,Gain
14,38130000,38250000,1,1,Gain
14,38250000,38340000,1,1,Gain
14,38340000,39240000,1,1,Gain
14,39240000,39240001,1,1,Gain
14,39240001,39960000,1,1,Gain
14,49890001,49920000,1,1,Gain
14,49920000,49920001,1,1,Gain
14,49920001,49950001,1,1,Gain
14,49950001,50010000,1,1,Gain
14,50010000,50010001,1,1,Gain
14,50010001,50010001,1,1,Gain
14,50010001,50010001,1,1,Gain
14,50010001,50040000,1,1,Gain
14,50040000,50040001,1,1,Gain
14,50040001,51000000,1,1,Gain
14,51000000,51240000,1,1,Gain
14,51240000,51240000,1,1,Gain
14,51240000,51240000,1,1,Gain
14,51240000,51300000,1,1,Gain
14,51300000,51540001,1,1,Gain
14,51540001,51600000,1,1,Gain
14,51600000,52170000,1,1,Gain
14,53010001,53460000,1,1,Gain
14,54870001,56160001,1,1,Gain
14,56160001,56790001,1,1,Gain
14,56790001,56850000,1,1,Gain
14,56850000,56850001,1,1,Gain
14,56850001,56880000,1,1,Gain
14,58650001,59010000,1,1,Gain
14,59010000,59640001,1,1,Gain
14,59640001,60870001,1,1,Gain
14,60870001,61770001,1,1,Gain
14,61770001,62250000,1,1,Gain
14,62250000,62250001,1,1,Gain
14,62250001,62280000,1,1,Gain
14,63870001,65040000,1,1,Gain
14,65040000,65190000,1,1,Gain
14,65190000,66180000,1,1,Gain
14,66180000,66180001,1,1,Gain
14,66180001,66210000,1,1,Gain
14,67140001,68070001,1,1,Gain
14,68070001,68070001,1,1,Gain
14,68070001,68070001,1,1,Gain
14,68070001,68250001,1,1,Gain
14,68250001,68280001,1,1,Gain
14,68280001,68280001,1,1,Gain
14,68280001,68280001,1,1,Gain
14,68280001,69270000,1,1,Gain
14,81300001,82020000,1,1,Gain
14,91380001,92460000,1,1,Gain
14,92460000,92460001,1,1,Gain
14,92460001,92610000,1,1,Gain
14,92610000,92640000,1,1,Gain
14,99870001,99900000,1,1,Gain
14,99900000,99900001,1,1,Gain
14,99900001,100440001,1,1,Gain
14,100440001,100620000,1,1,Gain
14,100620000,100890000,1,1,Gain
14,102090001,102210000,1,1,Gain
14,102210000,103590000,1,1,Gain
14,103590000,104490000,1,1,Gain
14,104490000,104490001,1,1,Gain
14,104490001,104550001,1,1,Gain
14,104550001,104580000,1,1,Gain
14,104610001,104610001,-1,-1,Loss
14,104610001,104910000,-1,-1,Loss
14,104910000,105060000,-1,-1,Loss
14,105060000,105060001,-1,-1,Loss
14,105060001,105090000,-1,-1,Loss
15,22320001,22590000,1,1,Gain
15,22590000,22590000,1,1,Gain
15,38700001,38790000,1,1,Gain
15,38790000,38790001,1,1,Gain
15,38790001,40740001,1,1,Gain
15,40740001,40830000,1,1,Gain
15,40830000,40830001,1,1,Gain
15,40830001,41610000,1,1,Gain
15,41610000,42060000,1,1,Gain
15,42060000,45090000,1,1,Gain
15,45090000,46020000,1,1,Gain
15,46020000,47940001,1,1,Gain
15,47940001,48600000,1,1,Gain
15,48600000,48600001,1,1,Gain
15,48600001,49710001,1,1,Gain
15,49710001,51360000,1,1,Gain
15,51360000,51360001,1,1,Gain
15,51360001,51450000,1,1,Gain
15,51450000,51450001,1,1,Gain
15,51450001,51750000,1,1,Gain
15,51750000,51750001,1,1,Gain
15,51750001,52020000,1,1,Gain
15,52020000,52020001,1,1,Gain
15,52020001,53010000,1,1,Gain
15,53010000,53010001,1,1,Gain
15,53010001,53040000,1,1,Gain
16,48720001,49860000,-1,-1,Loss
16,52890001,53070000,1,1,Gain
16,53070000,53070001,1,1,Gain
16,53070001,54150000,1,1,Gain
16,54150000,54240000,1,1,Gain
16,56370001,57510000,1,1,Gain
17,1,32640001,-2,-1,Loss
17,32640001,43410000,-2,-1,Loss
17,43410000,43410001,-2,-1,Loss
17,43410001,43500000,-2,-1,Loss
17,43500000,43710001,-2,-1,Loss
17,43710001,81090000,-2,-1,Loss
18,150001,600000,1,1,Gain
18,600000,750000,1,1,Gain
18,2370001,2490001,1,1,Gain
18,2490001,2520000,1,1,Gain
18,2520000,2520001,1,1,Gain
18,2520001,2520001,1,1,Gain
18,2520001,2520001,1,1,Gain
18,2520001,2640001,1,1,Gain
18,2640001,3720000,1,1,Gain
18,3720000,3750000,1,1,Gain
18,3750000,3750000,1,1,Gain
18,3750000,3750000,1,1,Gain
18,3750000,3750001,1,1,Gain
18,3750001,3750001,1,1,Gain
18,3750001,3750001,1,1,Gain
18,3750001,3780000,1,1,Gain
18,3780000,3780000,1,1,Gain
18,4530001,4710001,-1,-1,Loss
18,4710001,7440000,-1,-1,Loss
18,7440000,8580000,-1,-1,Loss
18,9060001,9960000,1,1,Gain
18,12480001,12720000,1,1,Gain
18,14760001,14910001,1,1,Gain
18,14910001,14940000,1,1,Gain
18,14940000,18540001,1,1,Gain
18,18540001,19380001,1,1,Gain
18,19380001,19410000,1,1,Gain
18,19410000,19440000,1,1,Gain
18,20310001,20550000,1,1,Gain
18,20550000,22020000,1,1,Gain
18,22020000,22050000,1,1,Gain
18,59790001,59820001,1,1,Gain
18,59820001,60330001,1,1,Gain
18,60330001,60660001,1,1,Gain
18,60660001,60690001,1,1,Gain
18,60690001,60780001,1,1,Gain
18,60780001,61080000,1,1,Gain
18,61080000,61080001,1,1,Gain
18,61080001,61110000,1,1,Gain
18,75000001,75000001,-1,-1,Loss
18,75000001,76800000,-1,-1,Loss
18,76800000,77640000,-1,-1,Loss
18,77640000,77640001,-1,-1,Loss
18,77640001,77670000,-1,-1,Loss
18,77670000,77700000,-1,-1,Loss
18,77700000,77700001,-1,-1,Loss
18,77700001,78030000,-1,-1,Loss
19,28320001,28320001,-1,-1,Loss
19,28320001,28410000,-1,-1,Loss
19,28410000,29850001,-1,-1,Loss
19,29850001,31170000,-1,-1,Loss
19,31170000,31920001,-1,-1,Loss
19,31920001,32820000,-1,-1,Loss
20,23640001,23790001,-1,-1,Loss
20,23790001,24000000,-1,-1,Loss
20,24000000,24900000,-1,-1,Loss
20,24900000,24960000,-1,-1,Loss
20,57900001,58380000,-1,-1,Loss
20,58380000,58380001,-1,-1,Loss
20,58380001,58410000,-1,-1,Loss
20,58560001,58650000,-1,-1,Loss
20,58650000,58650001,-1,-1,Loss
20,58650001,59430001,-1,-1,Loss
20,59430001,60540000,-1,-1,Loss
22,34710001,34860001,-1,-1,Loss
22,34860001,35640000,-1,-1,Loss
22,48300001,50130000,-1,-1,Loss
