CHR,Overlap_Start,Overlap_End,Invasive_Value,Non_Invasive_Value,Region_Type
15,46020000,47940001,1,1,Gain
15,47940001,48600000,1,1,Gain
15,48600000,48600001,1,1,Gain
15,48600001,49710001,1,1,Gain
15,49710001,51360000,1,1,Gain
15,51360000,51360001,1,1,Gain
15,51360001,51450000,1,1,Gain
15,51450000,51450001,1,1,Gain
15,51450001,51750000,1,1,Gain
15,51750000,51750001,1,1,Gain
15,51750001,52020000,1,1,Gain
15,52020000,52020001,1,1,Gain
15,52020001,53010000,1,1,Gain
15,53010000,53010001,1,1,Gain
15,53010001,53040000,1,1,Gain
15,53040000,53040001,1,1,Gain
15,53040001,53070000,1,1,Gain
15,53070000,53070000,1,1,Gain
15,53070000,53070000,1,1,Gain
15,53070000,53130001,1,1,Gain
15,53130001,53730001,1,1,Gain
15,53730001,54270000,1,1,Gain
15,54270000,55440000,1,1,Gain
15,55440000,55440001,1,1,Gain
15,55440001,55470000,1,1,Gain
15,55470000,55470001,1,1,Gain
15,55470001,55470001,1,1,Gain
15,55470001,55470001,1,1,Gain
15,55470001,59820001,1,1,Gain
15,59820001,60570000,1,1,Gain
15,60570000,60570001,1,1,Gain
15,60570001,62310000,1,1,Gain
15,62310000,62310001,1,1,Gain
15,62310001,63060001,1,1,Gain
15,63060001,64410000,1,1,Gain
15,64410000,65160000,1,1,Gain
15,65160000,65160001,1,1,Gain
15,65160001,66180000,1,1,Gain
15,66180000,66180001,1,1,Gain
15,66180001,66570000,1,1,Gain
15,66570000,66570001,1,1,Gain
15,66570001,69540000,1,1,Gain
15,69540000,69540001,1,1,Gain
15,69540001,70590000,1,1,Gain
15,70590000,70590001,1,1,Gain
15,70590001,73410000,1,1,Gain
15,73410000,73590000,1,1,Gain
15,73590000,74760001,1,1,Gain
15,74760001,76320000,1,1,Gain
15,76320000,77820000,1,1,Gain
15,77820000,77820001,1,1,Gain
15,77820001,78000000,1,1,Gain
15,78000000,78150000,1,1,Gain
15,78150000,78150001,1,1,Gain
15,78150001,78150001,1,1,Gain
15,78150001,78150001,1,1,Gain
15,78150001,78300000,1,1,Gain
15,78300000,78300000,1,1,Gain
15,78300000,78300000,1,1,Gain
15,78300000,78300001,1,1,Gain
15,78300001,83460000,1,1,Gain
15,83460000,83460001,1,1,Gain
15,83460001,84030000,1,1,Gain
15,84030000,84030001,1,1,Gain
15,84030001,85920001,1,1,Gain
15,85920001,86400000,1,1,Gain
15,86400000,86400001,1,1,Gain
15,86400001,89550000,1,1,Gain
15,89550000,90210001,1,1,Gain
15,90210001,93330001,1,1,Gain
15,93330001,93570000,1,1,Gain
15,93570000,93570000,1,1,Gain
15,93570000,93570000,1,1,Gain
15,93570000,93630000,1,1,Gain
15,93630000,96120001,1,1,Gain
15,96120001,96300001,1,1,Gain
15,96300001,96720000,1,1,Gain
15,96720000,96840001,1,1,Gain
15,96840001,96870000,1,1,Gain
15,96870000,96960001,1,1,Gain
15,96960001,96990001,1,1,Gain
15,96990001,99000000,1,1,Gain
15,99000000,99060000,1,1,Gain
15,99060000,99060001,1,1,Gain
15,99060001,99120000,1,1,Gain
15,99120000,99120001,1,1,Gain
15,99120001,99120001,1,1,Gain
15,99120001,99120001,1,1,Gain
15,99120001,99150001,1,1,Gain
15,99150001,100020000,1,1,Gain
15,100020000,100380000,1,1,Gain
15,100380000,102390000,1,1,Gain
17,1,32640001,-1,-2,Loss
17,32640001,43410000,-1,-2,Loss
17,43410000,43410001,-1,-2,Loss
17,43410001,43500000,-1,-2,Loss
17,43500000,43710001,-1,-2,Loss
17,43710001,81090000,-1,-2,Loss
19,49830001,50400001,1,1,Gain
19,50400001,50430000,1,1,Gain
19,50430000,50430001,1,1,Gain
19,50430001,50430001,1,1,Gain
19,50430001,50430001,1,1,Gain
19,50430001,50460000,1,1,Gain
19,50460000,50460001,1,1,Gain
19,50460001,50460001,1,1,Gain
19,50460001,50460001,1,1,Gain
19,50460001,52200000,1,1,Gain
19,52200000,52200001,1,1,Gain
19,52200001,52260000,1,1,Gain
19,52260000,52290001,1,1,Gain
19,52290001,52800000,1,1,Gain
19,52800000,52980000,1,1,Gain
19,54570001,57660000,1,1,Gain
19,57660000,57660000,1,1,Gain
19,57660000,57660000,1,1,Gain
19,57660000,57660001,1,1,Gain
19,57660001,57660001,1,1,Gain
19,57660001,57660001,1,1,Gain
19,57660001,57690001,1,1,Gain
19,57690001,57690001,1,1,Gain
19,57690001,57690001,1,1,Gain
19,57690001,57720001,1,1,Gain
19,57720001,57750000,1,1,Gain
19,57750000,58680000,1,1,Gain
19,58680000,58740000,1,1,Gain
19,58740000,59100000,1,1,Gain
