CHR,Overlap_Start,Overlap_End,Invasive_Value,Non_Invasive_Value,Region_Type
6,33270001,33270001,-2,-1,Loss
6,33270001,33300000,-2,-1,Loss
6,33300000,33300000,-2,-1,Loss
6,33330001,33330001,-1,-1,Loss
6,33330001,33360000,-1,-1,Loss
6,33360000,33360000,-1,-1,Loss
6,33360000,33360000,-1,-1,Loss
6,33360000,33360001,-1,-1,Loss
6,33360001,33360001,-1,-1,Loss
6,33360001,33360001,-1,-1,Loss
6,33360001,33390000,-1,-1,Loss
6,33390000,33390000,-1,-1,Loss
6,33390000,33390000,-1,-1,Loss
6,33390000,33390001,-1,-1,Loss
6,33390001,33420000,-1,-1,Loss
6,33420000,33420000,-1,-1,Loss
6,33420000,33420000,-1,-1,Loss
6,33420000,33450000,-1,-1,Loss
7,152190001,152430001,-1,-1,Loss
7,152430001,152550001,-1,-1,Loss
7,152550001,156420000,-1,-1,Loss
7,156420000,156480000,-1,-1,Loss
7,156480000,157200001,-1,-1,Loss
7,157200001,157230001,-1,-1,Loss
7,157230001,157230001,-1,-1,Loss
7,157230001,157230001,-1,-1,Loss
7,157230001,158370000,-1,-1,Loss
7,158370000,158370000,-1,-1,Loss
7,158370000,158370000,-1,-1,Loss
7,158370000,159120000,-1,-1,Loss
8,180001,690000,-1,-1,Loss
8,690000,690001,-1,-1,Loss
8,690001,1620000,-1,-1,Loss
8,1620000,1620000,-1,-1,Loss
8,1620000,1620000,-1,-1,Loss
8,1620000,1650000,-1,-1,Loss
8,1650000,1650000,-1,-1,Loss
8,1650000,1650000,-1,-1,Loss
8,1650000,1650001,-1,-1,Loss
8,1650001,1650001,-1,-1,Loss
8,1650001,1650001,-1,-1,Loss
8,1650001,1680000,-1,-1,Loss
8,1680000,1680001,-1,-1,Loss
8,1680001,2040000,-1,-1,Loss
8,2040000,2400000,-1,-1,Loss
8,2400000,6270000,-1,-1,Loss
8,6270000,6780001,-1,-1,Loss
8,6780001,6810001,-1,-1,Loss
8,6810001,6930000,-1,-1,Loss
8,6930000,6930000,-1,-1,Loss
8,9720001,11640000,-1,-1,Loss
8,20190001,20190001,-1,-1,Loss
8,20190001,21750000,-1,-1,Loss
8,21750000,21750000,-1,-1,Loss
10,1200001,1920000,-1,-1,Loss
10,1920000,2430000,-1,-1,Loss
10,2430000,2460000,-1,-1,Loss
10,2460000,3000000,-1,-1,Loss
10,3000000,3060000,-1,-1,Loss
12,4920001,6150000,-1,-1,Loss
12,68700001,69240000,1,1,Gain
12,69240000,69630001,1,1,Gain
12,69630001,69990000,1,1,Gain
12,113880001,114630000,-1,-1,Loss
12,114630000,114780000,-1,-1,Loss
12,114780000,114930001,-1,-1,Loss
12,114930001,114960000,-1,-1,Loss
12,117630001,118290001,-1,-1,Loss
12,118290001,118470000,-1,-1,Loss
12,118830001,118860000,-1,-1,Loss
12,118860000,118860001,-1,-1,Loss
12,118860001,118920000,-1,-1,Loss
12,118920000,118920001,-1,-1,Loss
12,118920001,120060000,-1,-1,Loss
12,120060000,120060001,-1,-1,Loss
12,120060001,120090001,-1,-1,Loss
12,120090001,120120000,-1,-1,Loss
12,120120000,120120001,-1,-1,Loss
12,120120001,120240000,-1,-1,Loss
12,125610001,131490001,-1,-1,Loss
12,131490001,131520001,-1,-1,Loss
12,131520001,132180000,-1,-1,Loss
12,132180000,132180001,-1,-1,Loss
12,132180001,132990000,-1,-1,Loss
12,132990000,133170000,-1,-1,Loss
12,133170000,133230000,-1,-1,Loss
12,133230000,133830000,-1,-1,Loss
13,111960001,111990001,-1,-1,Loss
13,111990001,113130000,-1,-1,Loss
13,113130000,113130000,-1,-1,Loss
16,5040001,8580001,-1,-1,Loss
16,8580001,8670001,-1,-1,Loss
16,8670001,8760000,-1,-1,Loss
16,9240001,9270001,-1,-1,Loss
16,9270001,10080000,-1,-1,Loss
16,48660001,48690001,-1,-1,Loss
16,48690001,48720000,-1,-1,Loss
16,48720000,48720001,-1,-1,Loss
16,48720001,49860000,-1,-1,Loss
16,49860000,50220000,-1,-1,Loss
16,55710001,56220001,-1,-1,Loss
16,56220001,56370000,-1,-1,Loss
16,56370000,56370001,-1,-1,Loss
16,56370001,56370001,-1,-1,Loss
16,56370001,56370001,-1,-1,Loss
16,56370001,57510000,-1,-1,Loss
16,57510000,57510001,-1,-1,Loss
16,57510001,57690000,-1,-1,Loss
16,57690000,57690001,-1,-1,Loss
16,57690001,57720000,-1,-1,Loss
16,57720000,57720000,-1,-1,Loss
16,57720000,57720000,-1,-1,Loss
16,57720000,60420000,-1,-1,Loss
16,60420000,60450000,-1,-1,Loss
16,60450000,60960001,-1,-1,Loss
16,60960001,61260001,-1,-1,Loss
16,61260001,63360000,-1,-1,Loss
16,63360000,64290001,-1,-1,Loss
16,64290001,65130000,-1,-1,Loss
16,65130000,65730000,-1,-1,Loss
16,65730000,65730000,-1,-1,Loss
16,65730000,65730000,-1,-1,Loss
16,65730000,65730001,-1,-1,Loss
16,65730001,66120001,-1,-1,Loss
16,66120001,66450000,-1,-1,Loss
16,70800001,70800001,-1,-1,Loss
16,70800001,71940000,-1,-1,Loss
16,71940000,72060000,-1,-1,Loss
16,72060000,72120001,-1,-1,Loss
16,72120001,73260001,-1,-1,Loss
16,73260001,74190000,-1,-1,Loss
16,74190000,74280000,-1,-1,Loss
16,74280000,75690001,-1,-1,Loss
16,75690001,79590001,-1,-1,Loss
16,79590001,79950001,-1,-1,Loss
16,79950001,82290001,-1,-1,Loss
16,82290001,82500000,-1,-1,Loss
16,82500000,82500001,-1,-1,Loss
16,82500001,82530000,-1,-1,Loss
16,82530000,82530001,-1,-1,Loss
16,82530001,83520000,-1,-1,Loss
16,83520000,83700000,-1,-1,Loss
16,83700000,83700001,-1,-1,Loss
16,83700001,84510000,-1,-1,Loss
16,84510000,85200000,-1,-1,Loss
16,85200000,85200001,-1,-1,Loss
16,85200001,85740000,-1,-1,Loss
16,85740000,85740001,-1,-1,Loss
16,85740001,85770001,-1,-1,Loss
16,85770001,85800000,-1,-1,Loss
16,85800000,85800001,-1,-1,Loss
16,85800001,85830000,-1,-1,Loss
16,85830000,85830001,-1,-1,Loss
16,85830001,85890001,-1,-1,Loss
16,85890001,87240000,-1,-1,Loss
16,87240000,87300000,-1,-1,Loss
16,87300000,90150000,-1,-1,Loss
17,1,32640001,-2,-2,Loss
17,32640001,43410000,-2,-2,Loss
17,43410000,43410001,-2,-2,Loss
17,43410001,43500000,-2,-2,Loss
17,43500000,43710001,-2,-2,Loss
17,43710001,81090000,-2,-2,Loss
18,2520001,2520001,1,1,Gain
18,2520001,2640001,1,1,Gain
18,2640001,3720000,1,1,Gain
18,3720000,3750000,1,1,Gain
18,3750000,3750000,1,1,Gain
18,75000001,76800000,-1,-1,Loss
19,28320001,28320001,-1,-1,Loss
19,28320001,28410000,-1,-1,Loss
19,28410000,29850001,-1,-1,Loss
19,29850001,31170000,-1,-1,Loss
19,31170000,31920001,-1,-1,Loss
19,31920001,32820000,-1,-1,Loss
19,32820000,32820001,-1,-1,Loss
19,32820001,33390000,-1,-1,Loss
19,33390000,34290000,-1,-1,Loss
19,34290000,34290001,-1,-1,Loss
19,34290001,34590000,-1,-1,Loss
19,34590000,34650000,-1,-1,Loss
20,57690001,57840001,-1,-1,Loss
20,57840001,57900001,-1,-1,Loss
20,57900001,58380000,-1,-1,Loss
20,58380000,58380001,-1,-1,Loss
20,58380001,58410000,-1,-1,Loss
20,58410000,58410001,-1,-1,Loss
20,58410001,58560000,-1,-1,Loss
20,58560000,58560001,-1,-1,Loss
20,58560001,58650000,-1,-1,Loss
20,58650000,58650001,-1,-1,Loss
20,58650001,59430001,-1,-1,Loss
20,59430001,60540000,-1,-1,Loss
20,60540000,60540001,-1,-1,Loss
20,60540001,60570000,-1,-1,Loss
20,60570000,60690000,-1,-1,Loss
20,60690000,61590001,-1,-1,Loss
20,61590001,61620001,-1,-1,Loss
20,61620001,61860001,-1,-1,Loss
20,61860001,62070000,-1,-1,Loss
20,62070000,62100000,-1,-1,Loss
20,62100000,62130000,-1,-1,Loss
20,62130000,62910000,-1,-1,Loss
22,34710001,34860001,-1,-1,Loss
22,34860001,35640000,-1,-1,Loss
22,35640000,35640000,-1,-1,Loss
22,43590001,43620000,-1,-1,Loss
22,43620000,43620001,-1,-1,Loss
22,43620001,45480000,-1,-1,Loss
22,45480000,45510000,-1,-1,Loss
22,45510000,45510001,-1,-1,Loss
22,45510001,45570000,-1,-1,Loss
22,45570000,46500001,-1,-1,Loss
22,46500001,46980000,-1,-1,Loss
22,46980000,47010000,-1,-1,Loss
22,47010000,47100001,-1,-1,Loss
22,47100001,47370001,-1,-1,Loss
22,47370001,47430001,-1,-1,Loss
22,47430001,47550001,-1,-1,Loss
22,47550001,48300001,-1,-1,Loss
22,48300001,50130000,-1,-1,Loss
22,50130000,50160000,-1,-1,Loss
