CHR,Overlap_Start,Overlap_End,Invasive_Value,Non_Invasive_Value,Region_Type
1,242580001,243030000,-1,-1,Loss
1,243030000,243030000,-1,-1,Loss
1,247260001,249210000,-1,-1,Loss
4,69180001,69840000,-2,-2,Loss
5,60001,990000,-1,-1,Loss
5,990000,7380000,-1,-1,Loss
5,7380000,9300000,-1,-1,Loss
5,9300000,10230000,-1,-1,Loss
5,10230000,10710001,-1,-1,Loss
5,10710001,11100000,-1,-1,Loss
5,11100000,13860000,-1,-1,Loss
5,15870001,16140000,-1,-1,Loss
5,16140000,16440000,-1,-1,Loss
5,17640001,18210000,-1,-1,Loss
5,18210000,18210001,-1,-1,Loss
5,18210001,18750000,-1,-1,Loss
5,18750000,18750001,-1,-1,Loss
5,18750001,20280001,-1,-1,Loss
5,20280001,20310000,-1,-1,Loss
5,20310000,20310001,-1,-1,Loss
5,20310001,31410000,-1,-1,Loss
5,61050001,61530000,-1,-1,Loss
5,61530000,61560001,-1,-1,Loss
5,61560001,61590000,-1,-1,Loss
5,61590000,61590000,-1,-1,Loss
5,61800001,61890000,-1,-1,Loss
5,61890000,61890001,-1,-1,Loss
5,61890001,61920000,-1,-1,Loss
5,61920000,61920001,-1,-1,Loss
5,61920001,62010001,-1,-1,Loss
5,62010001,63450000,-1,-1,Loss
5,63450000,63480000,-1,-1,Loss
5,63480000,63990000,-1,-1,Loss
5,63990000,64020000,-1,-1,Loss
5,112950001,113850001,-1,-1,Loss
5,113850001,114450000,-1,-1,Loss
5,114450000,114450000,-1,-1,Loss
5,173400001,173430001,-1,-1,Loss
5,173430001,176400000,-1,-1,Loss
5,176400000,176400001,-1,-1,Loss
5,176400001,176970000,-1,-1,Loss
5,176970000,180690000,-1,-1,Loss
6,28500001,28680000,-2,-2,Loss
6,28680000,28680001,-2,-2,Loss
6,28680001,31080000,-2,-2,Loss
6,31080000,31080001,-2,-2,Loss
6,31080001,31440000,-2,-2,Loss
6,31440000,31470001,-2,-2,Loss
6,31470001,33270000,-2,-2,Loss
6,33270000,33270000,-2,-2,Loss
6,33270000,33270000,-2,-2,Loss
6,33270000,33270001,-2,-2,Loss
6,33270001,33270001,-2,-2,Loss
6,33270001,33270001,-2,-2,Loss
6,33270001,33300000,-2,-2,Loss
6,33300000,33300000,-2,-2,Loss
6,33300000,33300000,-2,-2,Loss
6,33300000,33330001,-2,-2,Loss
6,33330001,33330001,-2,-2,Loss
6,33330001,33330001,-2,-2,Loss
6,33330001,33360000,-2,-2,Loss
6,33360000,33360000,-2,-2,Loss
6,33360001,33360001,-2,-1,Loss
6,33360001,33390000,-2,-1,Loss
6,33390000,33390000,-2,-1,Loss
7,30001,90000,-1,-1,Loss
7,75570001,76050000,-1,-1,Loss
7,78930001,79770000,-1,-1,Loss
7,79890001,86550000,-1,-1,Loss
7,87390001,89790001,-1,-1,Loss
7,89790001,92940000,-1,-1,Loss
7,92940000,94020001,-1,-1,Loss
7,94020001,95340000,-1,-1,Loss
7,95340000,95340001,-1,-1,Loss
7,95340001,96060001,-1,-1,Loss
7,96060001,98490000,-1,-1,Loss
7,98490000,98490001,-1,-1,Loss
7,98490001,100530000,-1,-1,Loss
7,100530000,101040001,-1,-1,Loss
7,101040001,104520000,-1,-1,Loss
7,104520000,104520001,-1,-1,Loss
7,104520001,104580001,-1,-1,Loss
7,104580001,105030000,-1,-1,Loss
7,105030000,105210001,-1,-1,Loss
7,105210001,105570001,-1,-1,Loss
7,105570001,106650000,-1,-1,Loss
7,106650000,107640000,-1,-1,Loss
7,107640000,107760000,-1,-1,Loss
7,107760000,107760001,-1,-1,Loss
7,107760001,111150001,-1,-1,Loss
7,111150001,111330000,-1,-1,Loss
7,111330000,124560001,-1,-1,Loss
7,124560001,126960000,-1,-1,Loss
7,126960000,126960001,-1,-1,Loss
7,126960001,128880000,-1,-1,Loss
7,128880000,128880001,-1,-1,Loss
7,128880001,129450001,-1,-1,Loss
7,129450001,131160000,-1,-1,Loss
7,131160000,131190000,-1,-1,Loss
7,131190000,131190001,-1,-1,Loss
7,131190001,131220000,-1,-1,Loss
7,131220000,135480001,-1,-1,Loss
7,135480001,137610000,-1,-1,Loss
7,137610000,137610001,-1,-1,Loss
7,137610001,140730000,-1,-1,Loss
7,140730000,140730001,-1,-1,Loss
7,140730001,142620000,-1,-1,Loss
7,142620000,142620001,-1,-1,Loss
7,142620001,143760000,-1,-1,Loss
7,143760000,143760001,-1,-1,Loss
7,143760001,144630001,-1,-1,Loss
7,144630001,147840000,-1,-1,Loss
7,147840000,148320000,-1,-1,Loss
7,148320000,151740000,-1,-1,Loss
7,151740000,151740001,-1,-1,Loss
7,151740001,152100000,-1,-1,Loss
7,152100000,152160001,-1,-1,Loss
7,152160001,152190001,-1,-1,Loss
7,152190001,152430001,-1,-1,Loss
7,152430001,152550001,-1,-1,Loss
7,152550001,156420000,-1,-1,Loss
7,156420000,156480000,-1,-1,Loss
7,156480000,157200001,-1,-1,Loss
7,157200001,157230001,-1,-1,Loss
7,157230001,157230001,-1,-1,Loss
7,157230001,157230001,-1,-1,Loss
7,157230001,158370000,-1,-1,Loss
7,158370000,158370000,-1,-1,Loss
7,158370000,158370000,-1,-1,Loss
7,158370000,159120000,-1,-1,Loss
13,111990001,113130000,-1,-1,Loss
13,113130000,113130000,-1,-1,Loss
13,113130000,113130000,-1,-1,Loss
13,113130000,113130001,-1,-1,Loss
13,113130001,113160000,-1,-1,Loss
13,113160000,113190000,-1,-1,Loss
13,113190000,115110000,-1,-1,Loss
17,43410001,43500000,-2,-1,Loss
17,43500000,43710001,-2,-1,Loss
17,43710001,81090000,-2,-1,Loss
22,30840001,30840001,-1,-1,Loss
22,30840001,31020000,-1,-1,Loss
22,31020000,31020001,-1,-1,Loss
22,31020001,31290000,-1,-1,Loss
22,31290000,31290000,-1,-1,Loss
22,31290000,31290000,-1,-1,Loss
22,31290000,31290001,-1,-1,Loss
22,31290001,31320000,-1,-1,Loss
22,34860001,35640000,-1,-1,Loss
22,35640000,35640000,-1,-1,Loss
22,35640000,35640000,-1,-1,Loss
22,35640000,35640001,-1,-1,Loss
22,35640001,35670000,-1,-1,Loss
22,43410001,43500000,-1,-1,Loss
22,43500000,43500001,-1,-1,Loss
22,43500001,43590000,-1,-1,Loss
22,43590000,43590001,-1,-1,Loss
22,43590001,43620000,-1,-1,Loss
22,43620000,43620001,-1,-1,Loss
22,43620001,45480000,-1,-1,Loss
22,47430001,47550001,-1,-1,Loss
22,47550001,48300001,-1,-1,Loss
22,48300001,50130000,-1,-1,Loss
22,50130000,50160000,-1,-1,Loss
22,50160000,50160001,-1,-1,Loss
22,50160001,50190000,-1,-1,Loss
22,50190000,50190001,-1,-1,Loss
22,50190001,50220000,-1,-1,Loss
